[2025-07-14 19:21:16] [INFO    ] discord.client: logging in using static token
[2025-07-14 19:23:27] [DEBUG   ] discord.client: Dispatching event message
[2025-07-14 19:23:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 33, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-14T13:53:27.820000+00:00', 'pinned': False, 'nonce': '15111459219024724566', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1394036047180206122'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-13T19:21:33.647000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1394315866962661556', 'flags': 0, 'embeds': [{'url': 'https://cdn.pixabay.com/photo/2015/01/19/13/51/car-604019_1280.jpg', 'type': 'image', 'thumbnail': {'width': 1280, 'url': 'https://cdn.pixabay.com/photo/2015/01/19/13/51/car-604019_1280.jpg', 'proxy_url': 'https://images-ext-1.discordapp.net/external/pOPmkw9iIWNdqZOI6dulwHeAsulVKIgI-jdcjxMv_wI/https/cdn.pixabay.com/photo/2015/01/19/13/51/car-604019_1280.jpg', 'placeholder_version': 1, 'placeholder': 'XQgSFYSbd3d/l3eLiIiGef1QnQ2n', 'height': 852, 'flags': 0, 'content_type': 'image/jpeg'}, 'id': '1394315866962661557'}], 'edited_timestamp': None, 'content': "Here's a car for you 🚗https://cdn.pixabay.com/photo/2015/01/19/13/51/car-604019_1280.jpg", 'components': [], 'channel_type': 0, 'channel_id': '1394035462791762032', 'author': {'username': 'Yours_Truly', 'public_flags': 0, 'primary_guild': None, 'id': '1394027024909074604', 'global_name': None, 'display_name_styles': None, 'discriminator': '2469', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1394035462359875674'}}
[2025-07-14 19:23:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-14 19:23:27] [DEBUG   ] discord.client: Dispatching event message
[2025-07-14 19:23:27] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1394035462791762032/messages with {"content":"Here's a car for you \ud83d\ude97https://cdn.pixabay.com/photo/2015/01/19/13/51/car-604019_1280.jpg","components":[],"nonce":"15111459219024724566","enforce_nonce":true,"tts":false} has returned 200
[2025-07-14 19:23:27] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1394035462791762032/messages has received {'type': 0, 'content': "Here's a car for you 🚗https://cdn.pixabay.com/photo/2015/01/19/13/51/car-604019_1280.jpg", 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'image', 'url': 'https://cdn.pixabay.com/photo/2015/01/19/13/51/car-604019_1280.jpg', 'thumbnail': {'url': 'https://cdn.pixabay.com/photo/2015/01/19/13/51/car-604019_1280.jpg', 'proxy_url': 'https://images-ext-1.discordapp.net/external/pOPmkw9iIWNdqZOI6dulwHeAsulVKIgI-jdcjxMv_wI/https/cdn.pixabay.com/photo/2015/01/19/13/51/car-604019_1280.jpg', 'width': 1280, 'height': 852, 'content_type': 'image/jpeg', 'placeholder': 'XQgSFYSbd3d/l3eLiIiGef1QnQ2n', 'placeholder_version': 1, 'flags': 0}}], 'timestamp': '2025-07-14T13:53:27.820000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1394315866962661556', 'channel_id': '1394035462791762032', 'author': {'id': '1394027024909074604', 'username': 'Yours_Truly', 'avatar': None, 'discriminator': '2469', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '15111459219024724566'}
[2025-07-14 19:23:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 34, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-14T13:53:29.396000+00:00', 'pinned': False, 'nonce': '1394315871580585984', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1394255713873821810'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-13T19:30:21.832000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1394315873573015713', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'car', 'components': [], 'channel_type': 0, 'channel_id': '1394035462791762032', 'author': {'username': 'a_simple_boy69', 'public_flags': 0, 'primary_guild': None, 'id': '971747791766433832', 'global_name': 'S1CK', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '99777886abf06f34873536986d9cabaf'}, 'attachments': [], 'guild_id': '1394035462359875674'}}
[2025-07-14 19:23:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-14 19:23:29] [DEBUG   ] discord.client: Dispatching event message
[2025-07-14 19:23:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 35, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-14T13:53:29.700000+00:00', 'pinned': False, 'nonce': '2673148937612858054', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1394036047180206122'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-13T19:21:33.647000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1394315874848079904', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': "Here's a car for you 🚗https://cdn.pixabay.com/photo/2014/09/07/21/52/car-438467_1280.jpg", 'components': [], 'channel_type': 0, 'channel_id': '1394035462791762032', 'author': {'username': 'Yours_Truly', 'public_flags': 0, 'primary_guild': None, 'id': '1394027024909074604', 'global_name': None, 'display_name_styles': None, 'discriminator': '2469', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1394035462359875674'}}
[2025-07-14 19:23:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-14 19:23:29] [DEBUG   ] discord.client: Dispatching event message
[2025-07-14 19:23:29] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1394035462791762032/messages with {"content":"Here's a car for you \ud83d\ude97https://cdn.pixabay.com/photo/2014/09/07/21/52/car-438467_1280.jpg","components":[],"nonce":"2673148937612858054","enforce_nonce":true,"tts":false} has returned 200
[2025-07-14 19:23:29] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1394035462791762032/messages has received {'type': 0, 'content': "Here's a car for you 🚗https://cdn.pixabay.com/photo/2014/09/07/21/52/car-438467_1280.jpg", 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-07-14T13:53:29.700000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1394315874848079904', 'channel_id': '1394035462791762032', 'author': {'id': '1394027024909074604', 'username': 'Yours_Truly', 'avatar': None, 'discriminator': '2469', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '2673148937612858054'}
[2025-07-14 19:23:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 36, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-14T13:53:31.556000+00:00', 'pinned': False, 'nonce': '1394315880300544000', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1394255713873821810'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-13T19:30:21.832000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1394315882632581171', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'car', 'components': [], 'channel_type': 0, 'channel_id': '1394035462791762032', 'author': {'username': 'a_simple_boy69', 'public_flags': 0, 'primary_guild': None, 'id': '971747791766433832', 'global_name': 'S1CK', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '99777886abf06f34873536986d9cabaf'}, 'attachments': [], 'guild_id': '1394035462359875674'}}
[2025-07-14 19:23:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-14 19:23:31] [DEBUG   ] discord.client: Dispatching event message
[2025-07-14 19:23:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 37, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-14T13:53:31.959000+00:00', 'pinned': False, 'nonce': '6917735492251479224', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1394036047180206122'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-13T19:21:33.647000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1394315884323012703', 'flags': 0, 'embeds': [{'url': 'https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg', 'type': 'image', 'thumbnail': {'width': 1280, 'url': 'https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg', 'proxy_url': 'https://images-ext-1.discordapp.net/external/-R3mE6QiQxFPeWw86624SpBIdeRUWTbUC3Ve9Xmdiyc/https/cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg', 'placeholder_version': 1, 'placeholder': 'LwgSBILZmIZshod/dIIlhlBiCA==', 'height': 720, 'flags': 0, 'content_type': 'image/jpeg'}, 'id': '1394315884323012704'}], 'edited_timestamp': None, 'content': "Here's a car for you 🚗https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg", 'components': [], 'channel_type': 0, 'channel_id': '1394035462791762032', 'author': {'username': 'Yours_Truly', 'public_flags': 0, 'primary_guild': None, 'id': '1394027024909074604', 'global_name': None, 'display_name_styles': None, 'discriminator': '2469', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1394035462359875674'}}
[2025-07-14 19:23:32] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-14 19:23:32] [DEBUG   ] discord.client: Dispatching event message
[2025-07-14 19:23:32] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1394035462791762032/messages with {"content":"Here's a car for you \ud83d\ude97https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg","components":[],"nonce":"6917735492251479224","enforce_nonce":true,"tts":false} has returned 200
[2025-07-14 19:23:32] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1394035462791762032/messages has received {'type': 0, 'content': "Here's a car for you 🚗https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg", 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'image', 'url': 'https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg', 'thumbnail': {'url': 'https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg', 'proxy_url': 'https://images-ext-1.discordapp.net/external/-R3mE6QiQxFPeWw86624SpBIdeRUWTbUC3Ve9Xmdiyc/https/cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg', 'width': 1280, 'height': 720, 'content_type': 'image/jpeg', 'placeholder': 'LwgSBILZmIZshod/dIIlhlBiCA==', 'placeholder_version': 1, 'flags': 0}}], 'timestamp': '2025-07-14T13:53:31.959000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1394315884323012703', 'channel_id': '1394035462791762032', 'author': {'id': '1394027024909074604', 'username': 'Yours_Truly', 'avatar': None, 'discriminator': '2469', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '6917735492251479224'}
[2025-07-14 19:23:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 38, 'op': 0, 'd': {'user_id': '971747791766433832', 'timestamp': 1752501215, 'member': {'user': {'username': 'a_simple_boy69', 'public_flags': 0, 'primary_guild': None, 'id': '971747791766433832', 'global_name': 'S1CK', 'display_name': 'S1CK', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '99777886abf06f34873536986d9cabaf'}, 'roles': ['1394255713873821810'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-13T19:30:21.832000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1394035462791762032', 'guild_id': '1394035462359875674'}}
[2025-07-14 19:23:35] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-14 19:23:35] [DEBUG   ] discord.client: Dispatching event typing
[2025-07-14 19:23:35] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-07-14 19:23:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 39, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-14T13:53:35.435000+00:00', 'pinned': False, 'nonce': '1394315897232949248', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1394255713873821810'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-13T19:30:21.832000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1394315898902544567', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!remove', 'components': [], 'channel_type': 0, 'channel_id': '1394035462791762032', 'author': {'username': 'a_simple_boy69', 'public_flags': 0, 'primary_guild': None, 'id': '971747791766433832', 'global_name': 'S1CK', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '99777886abf06f34873536986d9cabaf'}, 'attachments': [], 'guild_id': '1394035462359875674'}}
[2025-07-14 19:23:35] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-14 19:23:35] [DEBUG   ] discord.client: Dispatching event message
[2025-07-14 19:23:35] [DEBUG   ] discord.client: Dispatching event command
[2025-07-14 19:23:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 40, 'op': 0, 'd': {'user': {'username': 'a_simple_boy69', 'public_flags': 0, 'primary_guild': None, 'id': '971747791766433832', 'global_name': 'S1CK', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '99777886abf06f34873536986d9cabaf'}, 'unusual_dm_activity_until': None, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2025-07-13T19:30:21.832000+00:00', 'guild_id': '1394035462359875674', 'flags': 1, 'communication_disabled_until': None, 'banner': None, 'avatar': None}}
[2025-07-14 19:23:35] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-14 19:23:35] [DEBUG   ] discord.client: Dispatching event member_update
[2025-07-14 19:23:35] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/guilds/1394035462359875674/members/971747791766433832/roles/1394255713873821810 with None has returned 204
[2025-07-14 19:23:35] [DEBUG   ] discord.http: DELETE /guilds/{guild_id}/members/{user_id}/roles/{role_id} has found its initial rate limit bucket hash (b0bb9027ff6ae0c9619c2719f4a24de5).
[2025-07-14 19:23:35] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/guilds/1394035462359875674/members/971747791766433832/roles/1394255713873821810 has received 
[2025-07-14 19:23:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 41, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-14T13:53:36.447000+00:00', 'pinned': False, 'nonce': '2409264141083517386', 'mentions': [{'username': 'a_simple_boy69', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-13T19:30:21.832000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '971747791766433832', 'global_name': 'S1CK', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '99777886abf06f34873536986d9cabaf'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1394036047180206122'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-13T19:21:33.647000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1394315903146922156', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@971747791766433832> Had the Gamer Role, Now removed !', 'components': [], 'channel_type': 0, 'channel_id': '1394035462791762032', 'author': {'username': 'Yours_Truly', 'public_flags': 0, 'primary_guild': None, 'id': '1394027024909074604', 'global_name': None, 'display_name_styles': None, 'discriminator': '2469', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1394035462359875674'}}
[2025-07-14 19:23:36] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-14 19:23:36] [DEBUG   ] discord.client: Dispatching event message
[2025-07-14 19:23:36] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1394035462791762032/messages with {"content":"<@971747791766433832> Had the Gamer Role, Now removed !","components":[],"nonce":"2409264141083517386","enforce_nonce":true,"tts":false} has returned 200
[2025-07-14 19:23:36] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1394035462791762032/messages has received {'type': 0, 'content': '<@971747791766433832> Had the Gamer Role, Now removed !', 'mentions': [{'id': '971747791766433832', 'username': 'a_simple_boy69', 'avatar': '99777886abf06f34873536986d9cabaf', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'S1CK', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-07-14T13:53:36.447000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1394315903146922156', 'channel_id': '1394035462791762032', 'author': {'id': '1394027024909074604', 'username': 'Yours_Truly', 'avatar': None, 'discriminator': '2469', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '2409264141083517386'}
[2025-07-14 19:23:36] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-14 19:23:41] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 42, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-14T13:53:41.796000+00:00', 'pinned': False, 'nonce': '1394315923409600512', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-13T19:30:21.832000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1394315925582254180', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!assign', 'components': [], 'channel_type': 0, 'channel_id': '1394035462791762032', 'author': {'username': 'a_simple_boy69', 'public_flags': 0, 'primary_guild': None, 'id': '971747791766433832', 'global_name': 'S1CK', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '99777886abf06f34873536986d9cabaf'}, 'attachments': [], 'guild_id': '1394035462359875674'}}
[2025-07-14 19:23:41] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-14 19:23:41] [DEBUG   ] discord.client: Dispatching event message
[2025-07-14 19:23:41] [DEBUG   ] discord.client: Dispatching event command
[2025-07-14 19:23:42] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 43, 'op': 0, 'd': {'user': {'username': 'a_simple_boy69', 'public_flags': 0, 'primary_guild': None, 'id': '971747791766433832', 'global_name': 'S1CK', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '99777886abf06f34873536986d9cabaf'}, 'unusual_dm_activity_until': None, 'roles': ['1394255713873821810'], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2025-07-13T19:30:21.832000+00:00', 'guild_id': '1394035462359875674', 'flags': 1, 'communication_disabled_until': None, 'banner': None, 'avatar': None}}
[2025-07-14 19:23:42] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-14 19:23:42] [DEBUG   ] discord.client: Dispatching event member_update
[2025-07-14 19:23:42] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/guilds/1394035462359875674/members/971747791766433832/roles/1394255713873821810 with None has returned 204
[2025-07-14 19:23:42] [DEBUG   ] discord.http: PUT /guilds/{guild_id}/members/{user_id}/roles/{role_id} has found its initial rate limit bucket hash (b0bb9027ff6ae0c9619c2719f4a24de5).
[2025-07-14 19:23:42] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/guilds/1394035462359875674/members/971747791766433832/roles/1394255713873821810 has received 
[2025-07-14 19:23:42] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 44, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-14T13:53:42.790000+00:00', 'pinned': False, 'nonce': '5026849665837494416', 'mentions': [{'username': 'a_simple_boy69', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1394255713873821810'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-13T19:30:21.832000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '971747791766433832', 'global_name': 'S1CK', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '99777886abf06f34873536986d9cabaf'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1394036047180206122'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-13T19:21:33.647000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1394315929751650435', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@971747791766433832> is now assigned Gamer !', 'components': [], 'channel_type': 0, 'channel_id': '1394035462791762032', 'author': {'username': 'Yours_Truly', 'public_flags': 0, 'primary_guild': None, 'id': '1394027024909074604', 'global_name': None, 'display_name_styles': None, 'discriminator': '2469', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1394035462359875674'}}
[2025-07-14 19:23:42] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-14 19:23:42] [DEBUG   ] discord.client: Dispatching event message
[2025-07-14 19:23:42] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1394035462791762032/messages with {"content":"<@971747791766433832> is now assigned Gamer !","components":[],"nonce":"5026849665837494416","enforce_nonce":true,"tts":false} has returned 200
[2025-07-14 19:23:42] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1394035462791762032/messages has received {'type': 0, 'content': '<@971747791766433832> is now assigned Gamer !', 'mentions': [{'id': '971747791766433832', 'username': 'a_simple_boy69', 'avatar': '99777886abf06f34873536986d9cabaf', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'S1CK', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-07-14T13:53:42.790000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1394315929751650435', 'channel_id': '1394035462791762032', 'author': {'id': '1394027024909074604', 'username': 'Yours_Truly', 'avatar': None, 'discriminator': '2469', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '5026849665837494416'}
[2025-07-14 19:23:42] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-14 19:23:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 45, 'op': 0, 'd': {'user_id': '971747791766433832', 'timestamp': 1752501230, 'member': {'user': {'username': 'a_simple_boy69', 'public_flags': 0, 'primary_guild': None, 'id': '971747791766433832', 'global_name': 'S1CK', 'display_name': 'S1CK', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '99777886abf06f34873536986d9cabaf'}, 'roles': ['1394255713873821810'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-13T19:30:21.832000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1394035462791762032', 'guild_id': '1394035462359875674'}}
[2025-07-14 19:23:50] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-14 19:23:50] [DEBUG   ] discord.client: Dispatching event typing
[2025-07-14 19:23:50] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-07-14 19:23:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 46, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-14T13:53:57.572000+00:00', 'pinned': False, 'nonce': '1394315990136782848', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1394255713873821810'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-13T19:30:21.832000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1394315991751725058', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!poll kya pakshi ko khaana bnana aata hai', 'components': [], 'channel_type': 0, 'channel_id': '1394035462791762032', 'author': {'username': 'a_simple_boy69', 'public_flags': 0, 'primary_guild': None, 'id': '971747791766433832', 'global_name': 'S1CK', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '99777886abf06f34873536986d9cabaf'}, 'attachments': [], 'guild_id': '1394035462359875674'}}
[2025-07-14 19:23:57] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-14 19:23:57] [DEBUG   ] discord.client: Dispatching event message
